message,subject,complaint_text,intent,category
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very thanks to you,,Very thanks to you,Wrong,PRODUCT_ISSUE
Very helpful call thanku team,,Very helpful call thanku team,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Super everything,,Super everything,Fraudulent User,SECURITY_CONCERN
Very good experience with this... She is very kindly talk with me thank you   ??,,Very good experience with this... She is very kindly talk with me thank you ??,Other Cashback,PAYMENT_TRANSACTION_ISSUE
Give proper answer for the specific enquiry customer have. Instead of generic Answer.,,Give proper answer for the specific enquiry customer have. Instead of generic Answer.,Delayed,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Wrong,PRODUCT_ISSUE
I am happy to take with the customer support team,,I am happy to take with the customer support team,Return request,REFUND_REQUEST
No,,No,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Na,,Na,Product Specific Information,PRODUCT_ISSUE
It is the duty of the customer care people to help the customers and they are doing their duty very well. Thank you Shopzilla for helping us.,,It is the duty of the customer care people to help the customers and they are doing their duty very well. Thank you Shopzilla for helping us.,Refund Related Issues,REFUND_REQUEST
Good,,Good,Wallet related,PAYMENT_TRANSACTION_ISSUE
No,,No,Product Specific Information,PRODUCT_ISSUE
is very supportive thank to her,,is very supportive thank to her,Return request,REFUND_REQUEST
Not proper information and very time teking,,Not proper information and very time teking,Refund Enquiry,REFUND_REQUEST
thanks,,thanks,Return request,REFUND_REQUEST
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Nothing, just solve my issue , returning related.",,"Nothing, just solve my issue , returning related.",Damaged,PRODUCT_ISSUE
Good Behaviour,,Good Behaviour,Return request,REFUND_REQUEST
Excellent communication,,Excellent communication,General Enquiry,OTHER
Thanks ??,,Thanks ??,Delayed,DELIVERY_SHIPPING_PROBLEM
Shopzilla are bad app for online shoping pardcut are not good and problem are not solved,,Shopzilla are bad app for online shoping pardcut are not good and problem are not solved,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Don\u2019t deliver wrong products Deliver the products what customer ordered,,Don\u2019t deliver wrong products Deliver the products what customer ordered,Wrong,PRODUCT_ISSUE
Very nice,,Very nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very bad,,Very bad,UnProfessional Behaviour,SERVICE_QUALITY
The issue of vacuum cleaner is not yet resolved.There is extreme delay in delivery of the product.Kindly provide concrete solution at the earliest,,The issue of vacuum cleaner is not yet resolved.There is extreme delay in delivery of the product.Kindly provide concrete solution at the earliest,Delayed,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Product Specific Information,PRODUCT_ISSUE
????????,,????????,Return request,REFUND_REQUEST
More comfortable,,More comfortable,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
mam aapse baat karke bahut axa lga full help   aapne   thank you Mam,,mam aapse baat karke bahut axa lga full help aapne thank you Mam,Return request,REFUND_REQUEST
Problem not resolved,,Problem not resolved,Product Specific Information,PRODUCT_ISSUE
Make delivery more fast. It take 7-10 days for even smaller products to get delivered in Chhattisgarh State capital Raipur,,Make delivery more fast. It take 7-10 days for even smaller products to get delivered in Chhattisgarh State capital Raipur,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
Worst service,,Worst service,Return request,REFUND_REQUEST
bhut he good hai  Shopzilla ko  thankyou,,bhut he good hai Shopzilla ko thankyou,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks??,,Thanks??,Not Needed,REFUND_REQUEST
Solution not provided,,Solution not provided,Order Verification,DELIVERY_SHIPPING_PROBLEM
Provide honest delivery staff,,Provide honest delivery staff,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer care services is very good,,Customer care services is very good,UnProfessional Behaviour,SERVICE_QUALITY
No suggestions Shopzilla is always giving the best services just look after the packaging...i have doubt on packaging this time as things are not in order as order id.,,No suggestions Shopzilla is always giving the best services just look after the packaging...i have doubt on packaging this time as things are not in order as order id.,Wrong,PRODUCT_ISSUE
thank you sir,,thank you sir,Refund Enquiry,REFUND_REQUEST
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Refund Enquiry,REFUND_REQUEST
Thnkyou,,Thnkyou,COD Refund Details,REFUND_REQUEST
customer service,,customer service,Service Centres Related,SERVICE_QUALITY
Loved shopping with Shopzilla,,Loved shopping with Shopzilla,General Enquiry,OTHER
Good,,Good,Refund Enquiry,REFUND_REQUEST
good supports Shopzilla team..,,good supports Shopzilla team..,Installation/demo,PRODUCT_ISSUE
Costomer care agents behaviour is so nice ??,,Costomer care agents behaviour is so nice ??,Unable to track,DELIVERY_SHIPPING_PROBLEM
Na,,Na,UnProfessional Behaviour,SERVICE_QUALITY
Good solution,,Good solution,Installation/demo,PRODUCT_ISSUE
Nice ????,,Nice ????,Return request,REFUND_REQUEST
Please put order botton(option) in front of the app or bottom of aap,,Please put order botton(option) in front of the app or bottom of aap,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Good experience for taking,,Good experience for taking,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
He placed wrong return after giving all details.Is was disappointing.,,He placed wrong return after giving all details.Is was disappointing.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
"Thanx for happing nice person,??",,"Thanx for happing nice person,??",Priority delivery,DELIVERY_SHIPPING_PROBLEM
My query was not solved but I knew the value of feedback how much Dsat gave the dent to an agent but I M not satisfied so take it as begging,,My query was not solved but I knew the value of feedback how much Dsat gave the dent to an agent but I M not satisfied so take it as begging,Product Specific Information,PRODUCT_ISSUE
As quick as possible sutout all matters.,,As quick as possible sutout all matters.,UnProfessional Behaviour,SERVICE_QUALITY
Thanks,,Thanks,Fraudulent User,SECURITY_CONCERN
My order no rifand no return,,My order no rifand no return,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Ni,,Ni,Technician Visit,PRODUCT_ISSUE
not available pin 127021 on grocery,,not available pin 127021 on grocery,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thnx,,Thnx,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
She put me hold for 20 minutes.,,She put me hold for 20 minutes.,Exchange / Replacement,PRODUCT_ISSUE
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
"CUSTOMER CARE AGENT VERY GOOD SERVICES,BUT Shopzilla COMPNY NO GOOD",,"CUSTOMER CARE AGENT VERY GOOD SERVICES,BUT Shopzilla COMPNY NO GOOD",Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
"So happy to got a call from the customer service. The customer service boy understand my problem, help me to solve my problem. Thank you Shopzilla",,"So happy to got a call from the customer service. The customer service boy understand my problem, help me to solve my problem. Thank you Shopzilla",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Delayed,DELIVERY_SHIPPING_PROBLEM
Helpful,,Helpful,Return request,REFUND_REQUEST
Thanku,,Thanku,Installation/demo,PRODUCT_ISSUE
This time you guys are making me #C and called it's useg charge.,,This time you guys are making me #C and called it's useg charge.,General Enquiry,OTHER
Happy,,Happy,COD Refund Details,REFUND_REQUEST
Not,,Not,Not Needed,REFUND_REQUEST
Customer  executive was giving wrong information to me,,Customer executive was giving wrong information to me,Refund Enquiry,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good ????,,Good ????,UnProfessional Behaviour,SERVICE_QUALITY
Excellent ??,,Excellent ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Affiliate Offers,OTHER
No,,No,Product Specific Information,PRODUCT_ISSUE
Just Ok... But not too much ok... Lets see he can or can't to Solve My problem..,,Just Ok... But not too much ok... Lets see he can or can't to Solve My problem..,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Great,,Great,Return request,REFUND_REQUEST
Supuer service,,Supuer service,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Great job by customer excutiveI'm happy for it,,Great job by customer excutiveI'm happy for it,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Very nice,,Very nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
gud,,gud,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good jobs,,Good jobs,Delayed,DELIVERY_SHIPPING_PROBLEM
My issue has not been resolved yet and I am facing so much trouble for the same. I don't know why the executive has disconnected the call in between the communication.,,My issue has not been resolved yet and I am facing so much trouble for the same. I don't know why the executive has disconnected the call in between the communication.,Delayed,DELIVERY_SHIPPING_PROBLEM
The agent was polite and helpful..,,The agent was polite and helpful..,Product Specific Information,PRODUCT_ISSUE
Thank you for resolving my issues is your voice is amezing thank you  team,,Thank you for resolving my issues is your voice is amezing thank you team,Return request,REFUND_REQUEST
"It is very disappointing that one product that i was buy a product from   and   told me that they don't help me about the same, then what should I do, should I go to somewhere else for the help.This is not done, i will put a case against you regarding the same.",,"It is very disappointing that one product that i was buy a product from and told me that they don't help me about the same, then what should I do, should I go to somewhere else for the help.This is not done, i will put a case against you regarding the same.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Not resolve my problem,,Not resolve my problem,Installation/demo,PRODUCT_ISSUE
Very bed experience from Shopzilla,,Very bed experience from Shopzilla,Wrong,PRODUCT_ISSUE
No,,No,Fraudulent User,SECURITY_CONCERN
Very good ??,,Very good ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Shopzilla is very poor service provider ??,,Shopzilla is very poor service provider ??,Missing,PRODUCT_ISSUE
5,,5,Fraudulent User,SECURITY_CONCERN
Good,,Good,Refund Related Issues,REFUND_REQUEST
Thank you ??,,Thank you ??,Product Specific Information,PRODUCT_ISSUE
Very bad service,,Very bad service,Not Needed,REFUND_REQUEST
Good,,Good,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Best customer support ??,,Best customer support ??,Return request,REFUND_REQUEST
I need to return the product which i received on july 1 and request a return the same day and not yet done by you,,I need to return the product which i received on july 1 and request a return the same day and not yet done by you,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Refund not received,,Refund not received,Refund Enquiry,REFUND_REQUEST
Very bad behaviour,,Very bad behaviour,Delayed,DELIVERY_SHIPPING_PROBLEM
I want pick up your product very soon and refund my hard-earned money,,I want pick up your product very soon and refund my hard-earned money,Return request,REFUND_REQUEST
"Sometimes i felt i am talking with some startup company, that has so many loopholes, Customer service people shows that they dont know anything and backend team is like a Govt Employee in some Govt Bank. I dont know how many times i have to call you guys for the same issue. Shopzilla future is very dark, better learn from SuperBuy or  , how to handle and fix the issue on time.   You",,"Sometimes i felt i am talking with some startup company, that has so many loopholes, Customer service people shows that they dont know anything and backend team is like a Govt Employee in some Govt Bank. I dont know how many times i have to call you guys for the same issue. Shopzilla future is very dark, better learn from SuperBuy or , how to handle and fix the issue on time. You",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice delivery,,Nice delivery,Invoice request,BILLING_PROBLEM
Good customer support,,Good customer support,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
